"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","NUMERIC_PRECISION","NUMERIC_SCALE","IS_NULLABLE","ORDINAL_POSITION"
"reportes","vw_estado_cuenta_credito_cuotas_actual","comision_pagada_cuota","decimal","","18","2","NO","18"
"reportes","vw_estado_cuenta_credito_cuotas_actual","comision_dispensada_cuota","decimal","","18","2","NO","19"
"reportes","vw_estado_cuenta_credito_cuotas_actual","saldo_comision_cuota","decimal","","18","2","NO","20"
"reportes","vw_estado_cuenta_credito_cuotas_actual","mora_programada","decimal","","18","2","NO","21"
"reportes","vw_estado_cuenta_credito_cuotas_actual","mora_pagada_cuota","decimal","","18","2","NO","22"
"reportes","vw_estado_cuenta_credito_cuotas_actual","mora_dispensada_cuota","decimal","","18","2","NO","23"
"reportes","vw_estado_cuenta_credito_cuotas_actual","saldo_mora_cuota","decimal","","18","2","NO","24"
"reportes","vw_estado_cuenta_credito_cuotas_actual","total_programado_cuota","decimal","","21","2","YES","25"
"reportes","vw_estado_cuenta_credito_cuotas_actual","total_pagado_cuota","decimal","","21","2","YES","26"
"reportes","vw_estado_cuenta_credito_cuotas_actual","total_dispensado_cuota","decimal","","21","2","YES","27"
"reportes","vw_estado_cuenta_credito_cuotas_actual","saldo_total_cuota","decimal","","21","2","YES","28"
"reportes","vw_estado_cuenta_credito_dispensas","id_credito","bigint","","19","0","NO","1"
"reportes","vw_estado_cuenta_credito_dispensas","numero_credito","nvarchar","50","","","YES","2"
"reportes","vw_estado_cuenta_credito_dispensas","nom_cliente","nvarchar","250","","","YES","3"
"reportes","vw_estado_cuenta_credito_dispensas","id_solicitud_dispensa_credito","bigint","","19","0","NO","4"
"reportes","vw_estado_cuenta_credito_dispensas","codigo_tipo_dispensa","nvarchar","30","","","NO","5"
"reportes","vw_estado_cuenta_credito_dispensas","nombre_tipo_dispensa","nvarchar","100","","","NO","6"
"reportes","vw_estado_cuenta_credito_dispensas","codigo_estado_dispensa","nvarchar","30","","","NO","7"
"reportes","vw_estado_cuenta_credito_dispensas","nombre_estado_dispensa","nvarchar","100","","","NO","8"
"reportes","vw_estado_cuenta_credito_dispensas","id_solicitud_dispensa_credito_detalle","bigint","","19","0","YES","9"
"reportes","vw_estado_cuenta_credito_dispensas","codigo_concepto_dispensa","nvarchar","30","","","YES","10"
"reportes","vw_estado_cuenta_credito_dispensas","nombre_concepto_dispensa","nvarchar","100","","","YES","11"
"reportes","vw_estado_cuenta_credito_dispensas","id_cuota","bigint","","19","0","YES","12"
"reportes","vw_estado_cuenta_credito_dispensas","numero_cuota","int","","10","0","YES","13"
"reportes","vw_estado_cuenta_credito_dispensas","monto_original","decimal","","18","2","YES","14"
"reportes","vw_estado_cuenta_credito_dispensas","monto_solicitado","decimal","","18","2","YES","15"
"reportes","vw_estado_cuenta_credito_dispensas","monto_aprobado","decimal","","18","2","YES","16"
"reportes","vw_estado_cuenta_credito_dispensas","monto_aplicado","decimal","","18","2","YES","17"
"reportes","vw_estado_cuenta_credito_dispensas","observacion_detalle","nvarchar","500","","","YES","18"
"reportes","vw_estado_cuenta_credito_dispensas","observacion_resolucion_detalle","nvarchar","1000","","","YES","19"
"reportes","vw_estado_cuenta_credito_dispensas","fecha_solicitud","datetime2","","","","NO","20"
"reportes","vw_estado_cuenta_credito_dispensas","fecha_resolucion","datetime2","","","","YES","21"
"reportes","vw_estado_cuenta_credito_dispensas","fecha_aplicacion","datetime2","","","","YES","22"
"reportes","vw_estado_cuenta_credito_dispensas","usuario_solicita","nvarchar","100","","","NO","23"
"reportes","vw_estado_cuenta_credito_dispensas","usuario_resuelve","nvarchar","100","","","YES","24"
"reportes","vw_estado_cuenta_credito_dispensas","usuario_aplica","nvarchar","100","","","YES","25"
"reportes","vw_estado_cuenta_credito_dispensas","id_aplicacion_dispensa_credito","bigint","","19","0","YES","26"
"reportes","vw_estado_cuenta_credito_dispensas","id_pago_credito","bigint","","19","0","YES","27"
"reportes","vw_estado_cuenta_credito_dispensas","referencia_operativa","nvarchar","100","","","YES","28"
"reportes","vw_estado_cuenta_credito_dispensas","observacion_aplicacion","nvarchar","1000","","","YES","29"
"reportes","vw_expediente_pla","id_persona_pla","bigint","","19","0","NO","1"
"reportes","vw_expediente_pla","tipo_persona","nvarchar","20","","","NO","2"
"reportes","vw_expediente_pla","id_cliente","bigint","","19","0","YES","3"
"reportes","vw_expediente_pla","nombres_razon_social","nvarchar","250","","","NO","4"
"reportes","vw_expediente_pla","numero_identificacion","nvarchar","50","","","NO","5"
"reportes","vw_expediente_pla","pep","bit","","","","NO","6"
"reportes","vw_expediente_pla","cargo_publico","bit","","","","NO","7"
"reportes","vw_expediente_pla","id_expediente_pla","bigint","","19","0","YES","8"
"reportes","vw_expediente_pla","estado_expediente","nvarchar","30","","","YES","9"
"reportes","vw_expediente_pla","nivel_riesgo_pla","nvarchar","20","","","YES","10"
"reportes","vw_expediente_pla","fecha_apertura","datetime2","","","","YES","11"
"reportes","vw_expediente_pla","fecha_actualizacion","datetime2","","","","YES","12"
"reportes","vw_expediente_pla","usuario_responsable","nvarchar","100","","","YES","13"
"reportes","vw_forma_e_balance_comprobacion","fecha_asiento","date","","","","NO","1"
"reportes","vw_forma_e_balance_comprobacion","codigo","nvarchar","20","","","NO","2"
"reportes","vw_forma_e_balance_comprobacion","denominacion","nvarchar","250","","","YES","3"
"reportes","vw_forma_e_balance_comprobacion","cargos","decimal","","38","2","YES","4"
"reportes","vw_forma_e_balance_comprobacion","abonos","decimal","","38","2","YES","5"
"reportes","vw_forma_e_balance_comprobacion","saldo_actual","decimal","","38","2","YES","6"
"reportes","vw_maestros_bodegas","id_bodega","bigint","","19","0","NO","1"
"reportes","vw_maestros_bodegas","id_empresa","bigint","","19","0","NO","2"
"reportes","vw_maestros_bodegas","nombre_empresa","nvarchar","200","","","NO","3"
"reportes","vw_maestros_bodegas","id_sucursal","bigint","","19","0","NO","4"
"reportes","vw_maestros_bodegas","codigo_sucursal","nvarchar","20","","","NO","5"
"reportes","vw_maestros_bodegas","nombre_sucursal","nvarchar","150","","","NO","6"
"reportes","vw_maestros_bodegas","codigo_bodega","nvarchar","40","","","NO","7"
"reportes","vw_maestros_bodegas","nombre_bodega","nvarchar","150","","","NO","8"
"reportes","vw_maestros_bodegas","descripcion","nvarchar","500","","","YES","9"
"reportes","vw_maestros_bodegas","responsable","nvarchar","200","","","YES","10"
"reportes","vw_maestros_bodegas","id_centro_costo","bigint","","19","0","YES","11"
"reportes","vw_maestros_bodegas","codigo_centro_costo","nvarchar","50","","","YES","12"
"reportes","vw_maestros_bodegas","nombre_centro_costo","nvarchar","200","","","YES","13"
"reportes","vw_maestros_bodegas","activo","bit","","","","NO","14"
"reportes","vw_maestros_bodegas","usuario_creacion","nvarchar","100","","","NO","15"
"reportes","vw_maestros_bodegas","fecha_creacion","datetime2","","","","NO","16"
"reportes","vw_maestros_bodegas","usuario_modificacion","nvarchar","100","","","YES","17"
"reportes","vw_maestros_bodegas","fecha_modificacion","datetime2","","","","YES","18"
"reportes","vw_maestros_bodegas","usuario_anulacion","nvarchar","100","","","YES","19"
"reportes","vw_maestros_bodegas","fecha_anulacion","datetime2","","","","YES","20"
"reportes","vw_maestros_bodegas","motivo_anulacion","nvarchar","500","","","YES","21"
"reportes","vw_maestros_categorias_producto","id_categoria_producto","bigint","","19","0","NO","1"
"reportes","vw_maestros_categorias_producto","id_empresa","bigint","","19","0","NO","2"
"reportes","vw_maestros_categorias_producto","nombre_empresa","nvarchar","200","","","NO","3"
"reportes","vw_maestros_categorias_producto","codigo_categoria","nvarchar","40","","","NO","4"
"reportes","vw_maestros_categorias_producto","nombre_categoria","nvarchar","150","","","NO","5"
"reportes","vw_maestros_categorias_producto","descripcion","nvarchar","500","","","YES","6"
"reportes","vw_maestros_categorias_producto","activo","bit","","","","NO","7"
"reportes","vw_maestros_categorias_producto","usuario_creacion","nvarchar","100","","","NO","8"
"reportes","vw_maestros_categorias_producto","fecha_creacion","datetime2","","","","NO","9"
"reportes","vw_maestros_categorias_producto","usuario_modificacion","nvarchar","100","","","YES","10"
"reportes","vw_maestros_categorias_producto","fecha_modificacion","datetime2","","","","YES","11"
"reportes","vw_maestros_categorias_producto","usuario_anulacion","nvarchar","100","","","YES","12"
"reportes","vw_maestros_categorias_producto","fecha_anulacion","datetime2","","","","YES","13"
"reportes","vw_maestros_categorias_producto","motivo_anulacion","nvarchar","500","","","YES","14"
"reportes","vw_maestros_impuestos","id_impuesto","bigint","","19","0","NO","1"
"reportes","vw_maestros_impuestos","id_empresa","bigint","","19","0","NO","2"
"reportes","vw_maestros_impuestos","nombre_empresa","nvarchar","200","","","NO","3"
"reportes","vw_maestros_impuestos","codigo_impuesto","nvarchar","30","","","NO","4"
"reportes","vw_maestros_impuestos","nombre_impuesto","nvarchar","150","","","NO","5"
"reportes","vw_maestros_impuestos","porcentaje","decimal","","9","4","NO","6"
"reportes","vw_maestros_impuestos","tipo_impuesto","nvarchar","40","","","NO","7"
"reportes","vw_maestros_impuestos","es_trasladable","bit","","","","NO","8"
"reportes","vw_maestros_impuestos","es_retenible","bit","","","","NO","9"
"reportes","vw_maestros_impuestos","codigo_cuenta_contable","nvarchar","20","","","YES","10"
"reportes","vw_maestros_impuestos","nombre_cuenta_contable","nvarchar","250","","","YES","11"
"reportes","vw_maestros_impuestos","activo","bit","","","","NO","12"
"reportes","vw_maestros_impuestos","usuario_creacion","nvarchar","100","","","NO","13"
"reportes","vw_maestros_impuestos","fecha_creacion","datetime2","","","","NO","14"
"reportes","vw_maestros_impuestos","usuario_modificacion","nvarchar","100","","","YES","15"
"reportes","vw_maestros_impuestos","fecha_modificacion","datetime2","","","","YES","16"
"reportes","vw_maestros_impuestos","usuario_anulacion","nvarchar","100","","","YES","17"
"reportes","vw_maestros_impuestos","fecha_anulacion","datetime2","","","","YES","18"
"reportes","vw_maestros_impuestos","motivo_anulacion","nvarchar","500","","","YES","19"
"reportes","vw_maestros_listas_precio","id_lista_precio","bigint","","19","0","NO","1"
"reportes","vw_maestros_listas_precio","id_empresa","bigint","","19","0","NO","2"
"reportes","vw_maestros_listas_precio","nombre_empresa","nvarchar","200","","","NO","3"
"reportes","vw_maestros_listas_precio","codigo_lista_precio","nvarchar","50","","","NO","4"
"reportes","vw_maestros_listas_precio","nombre_lista_precio","nvarchar","150","","","NO","5"
"reportes","vw_maestros_listas_precio","descripcion","nvarchar","500","","","YES","6"
"reportes","vw_maestros_listas_precio","id_moneda","bigint","","19","0","NO","7"
"reportes","vw_maestros_listas_precio","codigo_moneda","nvarchar","10","","","NO","8"
"reportes","vw_maestros_listas_precio","nombre_moneda","nvarchar","120","","","NO","9"
"reportes","vw_maestros_listas_precio","simbolo","nvarchar","20","","","NO","10"
"reportes","vw_maestros_listas_precio","vigencia_desde","date","","","","NO","11"
"reportes","vw_maestros_listas_precio","vigencia_hasta","date","","","","YES","12"
"reportes","vw_maestros_listas_precio","total_detalles","int","","10","0","YES","13"
"reportes","vw_maestros_listas_precio","total_detalles_activos","int","","10","0","YES","14"
"reportes","vw_maestros_listas_precio","activo","bit","","","","NO","15"
"reportes","vw_maestros_listas_precio","usuario_creacion","nvarchar","100","","","NO","16"
"reportes","vw_maestros_listas_precio","fecha_creacion","datetime2","","","","NO","17"
"reportes","vw_maestros_listas_precio","usuario_modificacion","nvarchar","100","","","YES","18"
"reportes","vw_maestros_listas_precio","fecha_modificacion","datetime2","","","","YES","19"
"reportes","vw_maestros_listas_precio","usuario_anulacion","nvarchar","100","","","YES","20"
"reportes","vw_maestros_listas_precio","fecha_anulacion","datetime2","","","","YES","21"
"reportes","vw_maestros_listas_precio","motivo_anulacion","nvarchar","500","","","YES","22"
"reportes","vw_maestros_listas_precio_detalle","id_lista_precio_detalle","bigint","","19","0","NO","1"
"reportes","vw_maestros_listas_precio_detalle","id_lista_precio","bigint","","19","0","NO","2"
"reportes","vw_maestros_listas_precio_detalle","codigo_lista_precio","nvarchar","50","","","NO","3"
"reportes","vw_maestros_listas_precio_detalle","nombre_lista_precio","nvarchar","150","","","NO","4"
"reportes","vw_maestros_listas_precio_detalle","id_empresa","bigint","","19","0","NO","5"
"reportes","vw_maestros_listas_precio_detalle","nombre_empresa","nvarchar","200","","","NO","6"
"reportes","vw_maestros_listas_precio_detalle","id_moneda","bigint","","19","0","NO","7"
"reportes","vw_maestros_listas_precio_detalle","codigo_moneda","nvarchar","10","","","NO","8"
"reportes","vw_maestros_listas_precio_detalle","id_producto","bigint","","19","0","NO","9"
"reportes","vw_maestros_listas_precio_detalle","codigo_producto","nvarchar","60","","","NO","10"
"reportes","vw_maestros_listas_precio_detalle","nombre_producto","nvarchar","200","","","NO","11"
"reportes","vw_maestros_listas_precio_detalle","codigo_categoria","nvarchar","40","","","NO","12"
"reportes","vw_maestros_listas_precio_detalle","nombre_categoria","nvarchar","150","","","NO","13"
"reportes","vw_maestros_listas_precio_detalle","precio","decimal","","18","2","NO","14"
"reportes","vw_maestros_listas_precio_detalle","activo","bit","","","","NO","15"
"reportes","vw_maestros_listas_precio_detalle","usuario_creacion","nvarchar","100","","","NO","16"
"reportes","vw_maestros_listas_precio_detalle","fecha_creacion","datetime2","","","","NO","17"
"reportes","vw_maestros_listas_precio_detalle","usuario_modificacion","nvarchar","100","","","YES","18"
"reportes","vw_maestros_listas_precio_detalle","fecha_modificacion","datetime2","","","","YES","19"
"reportes","vw_maestros_listas_precio_detalle","usuario_anulacion","nvarchar","100","","","YES","20"
"reportes","vw_maestros_listas_precio_detalle","fecha_anulacion","datetime2","","","","YES","21"
"reportes","vw_maestros_listas_precio_detalle","motivo_anulacion","nvarchar","500","","","YES","22"
"reportes","vw_maestros_monedas","id_moneda","bigint","","19","0","NO","1"
"reportes","vw_maestros_monedas","id_empresa","bigint","","19","0","NO","2"
"reportes","vw_maestros_monedas","nombre_empresa","nvarchar","200","","","NO","3"
"reportes","vw_maestros_monedas","codigo_moneda","nvarchar","10","","","NO","4"
"reportes","vw_maestros_monedas","nombre_moneda","nvarchar","120","","","NO","5"
"reportes","vw_maestros_monedas","simbolo","nvarchar","20","","","NO","6"
"reportes","vw_maestros_monedas","decimales","tinyint","","3","0","NO","7"
"reportes","vw_maestros_monedas","es_moneda_base","bit","","","","NO","8"
"reportes","vw_maestros_monedas","permite_tipo_cambio","bit","","","","NO","9"
"reportes","vw_maestros_monedas","activo","bit","","","","NO","10"
"reportes","vw_maestros_monedas","usuario_creacion","nvarchar","100","","","NO","11"
"reportes","vw_maestros_monedas","fecha_creacion","datetime2","","","","NO","12"
"reportes","vw_maestros_monedas","usuario_modificacion","nvarchar","100","","","YES","13"
"reportes","vw_maestros_monedas","fecha_modificacion","datetime2","","","","YES","14"
"reportes","vw_maestros_monedas","usuario_anulacion","nvarchar","100","","","YES","15"
"reportes","vw_maestros_monedas","fecha_anulacion","datetime2","","","","YES","16"
"reportes","vw_maestros_monedas","motivo_anulacion","nvarchar","500","","","YES","17"
"reportes","vw_maestros_monedas","total_denominaciones_reutilizadas","int","","10","0","NO","18"
"reportes","vw_maestros_productos","id_producto","bigint","","19","0","NO","1"
"reportes","vw_maestros_productos","id_empresa","bigint","","19","0","NO","2"
"reportes","vw_maestros_productos","nombre_empresa","nvarchar","200","","","NO","3"
"reportes","vw_maestros_productos","codigo_producto","nvarchar","60","","","NO","4"
"reportes","vw_maestros_productos","sku","nvarchar","80","","","YES","5"
"reportes","vw_maestros_productos","nombre_producto","nvarchar","200","","","NO","6"
"reportes","vw_maestros_productos","descripcion","nvarchar","600","","","YES","7"
"reportes","vw_maestros_productos","tipo_producto","nvarchar","20","","","NO","8"
"reportes","vw_maestros_productos","id_categoria_producto","bigint","","19","0","NO","9"
"reportes","vw_maestros_productos","codigo_categoria","nvarchar","40","","","NO","10"
"reportes","vw_maestros_productos","nombre_categoria","nvarchar","150","","","NO","11"
"reportes","vw_maestros_productos","id_unidad_medida","bigint","","19","0","NO","12"
"reportes","vw_maestros_productos","codigo_unidad","nvarchar","30","","","NO","13"
"reportes","vw_maestros_productos","nombre_unidad","nvarchar","120","","","NO","14"
"reportes","vw_maestros_productos","maneja_inventario","bit","","","","NO","15"
"reportes","vw_maestros_productos","afecta_impuesto","bit","","","","NO","16"
